subject,class_id,stage3a_neighbours,stage3b_neighbours,retained_neighbour_count,neighbour_retention,stage3a_degree,stage3b_degree,degree_change,body_empty,body_tokens_truncated,body_token_count,embedding_shift_cosine_distance
xerces,org.apache.xerces.dom.DocumentTypeImpl,org.apache.xerces.dom.CoreDocumentImpl|org.apache.xerces.dom.DeferredDocumentTypeImpl|org.apache.xerces.dom.DocumentFragmentImpl,org.apache.xerces.dom.DeferredDocumentTypeImpl|org.apache.xerces.dom.CoreDocumentImpl|org.apache.xerces.dom.EntityImpl,2,0.6666666666666666,4,4,0,false,0,55,0.14711202413400004
xerces,org.apache.xerces.dom.ElementDefinitionImpl,org.apache.xerces.dom.ElementImpl|org.apache.xerces.dom.EntityImpl|org.apache.xerces.impl.xs.opti.ElementImpl,org.apache.xerces.dom.ElementImpl|org.apache.xerces.dom.DeferredElementDefinitionImpl|org.apache.xerces.dom.EntityImpl,2,0.6666666666666666,4,3,-1,false,0,20,0.21112858281699998
xerces,org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.ElementDefinitionImpl|org.apache.xerces.impl.xs.opti.ElementImpl|org.apache.xerces.impl.xs.opti.DefaultElement,org.apache.xerces.dom.ElementDefinitionImpl|org.apache.xerces.impl.xs.opti.ElementImpl|org.apache.xerces.dom.ElementNSImpl,2,0.6666666666666666,5,6,1,false,0,120,0.10689009546700001
xerces,org.apache.xerces.dom.ElementNSImpl,org.apache.xerces.dom.AttrNSImpl|org.apache.xerces.impl.xs.opti.ElementImpl|org.apache.xerces.stax.events.ElementImpl,org.apache.xerces.dom.AttrNSImpl|org.apache.xerces.dom.ElementImpl|org.apache.xerces.dom.DeferredElementNSImpl,1,0.3333333333333333,5,7,2,false,0,54,0.17138023088999998
xerces,org.apache.xerces.dom.EntityImpl,org.apache.xerces.dom.EntityReferenceImpl|org.apache.xerces.dom.ElementDefinitionImpl|org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.EntityReferenceImpl|org.apache.xerces.dom.DeferredEntityImpl|org.apache.xerces.stax.events.EntityDeclarationImpl,1,0.3333333333333333,4,7,3,false,0,38,0.16554463346799997
xerces,org.apache.xerces.dom.EntityReferenceImpl,org.apache.xerces.dom.EntityImpl|org.apache.xerces.stax.events.EntityReferenceImpl|org.apache.xerces.dom.DeferredEntityReferenceImpl,org.apache.xerces.dom.EntityImpl|org.apache.xerces.dom.DeferredEntityReferenceImpl|org.apache.xerces.stax.events.EntityReferenceImpl,3,1.0,3,4,1,false,0,47,0.16554004604500006
xerces,org.apache.xerces.dom.LCount,org.apache.xerces.util.SymbolHash|org.apache.xerces.impl.xs.traversers.LargeContainer|org.apache.xerces.impl.xs.traversers.Container,org.apache.xerces.dom.DeferredDocumentImpl$RefCount|org.apache.xerces.parsers.XMLGrammarPreparser$XMLGrammarLoaderContainer|org.apache.xerces.impl.xs.XSConstraints$1,0,0.0,3,3,0,false,0,12,0.35006607998899997
xerces,org.apache.xerces.dom.NamedNodeMapImpl,org.apache.xerces.impl.xs.opti.NamedNodeMapImpl|org.apache.xerces.dom.AttributeMap|org.apache.xerces.impl.xs.util.XSNamedMapImpl,org.apache.xerces.impl.xs.opti.NamedNodeMapImpl|org.apache.xerces.dom.AttributeMap|org.apache.xerces.impl.xs.util.XSNamedMapImpl,3,1.0,4,3,-1,false,0,83,0.16426148658399997
xerces,org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.CoreDocumentImpl|org.apache.xerces.dom.DocumentImpl|org.apache.xerces.impl.xs.opti.NodeImpl,org.apache.xerces.dom.DocumentImpl|org.apache.xerces.dom.ElementImpl|org.apache.xerces.dom.CoreDocumentImpl,2,0.6666666666666666,7,10,3,false,0,149,0.136486931115
xerces,org.apache.xerces.dom.NodeIteratorImpl,org.apache.xerces.dom.TreeWalkerImpl|org.apache.xerces.impl.xs.opti.NodeImpl|org.apache.xerces.dom.DeepNodeListImpl,org.apache.xerces.dom.TreeWalkerImpl|org.apache.xerces.dom.NodeImpl|org.apache.xerces.dom.RangeImpl,1,0.3333333333333333,3,4,1,false,0,59,0.20125390883000005
xerces,org.apache.xerces.dom.NodeListCache,org.apache.xerces.dom.DeepNodeListImpl|org.apache.xerces.dom.NamedNodeMapImpl|org.apache.xerces.dom.CharacterDataImpl$1,org.apache.xerces.dom.ParentNode$1|org.apache.xerces.dom.CharacterDataImpl$1|org.apache.xerces.dom.ParentNode,1,0.3333333333333333,3,3,0,false,0,5,0.392751410462
xerces,org.apache.xerces.dom.NotationImpl,org.apache.xerces.stax.events.NotationDeclarationImpl|org.apache.xerces.dom.EntityImpl|org.apache.xerces.impl.xs.opti.NodeImpl,org.apache.xerces.stax.events.NotationDeclarationImpl|org.apache.xerces.dom.DeferredNotationImpl|org.apache.xerces.impl.xs.XSNotationDecl,1,0.3333333333333333,3,4,1,false,0,30,0.198597191083
xerces,org.apache.xerces.dom.ObjectFactory,org.apache.xerces.impl.dv.ObjectFactory|org.apache.xerces.parsers.ObjectFactory|org.apache.xerces.xinclude.ObjectFactory,org.apache.xerces.impl.dv.ObjectFactory|org.apache.xerces.parsers.ObjectFactory|org.apache.xerces.xinclude.ObjectFactory,3,1.0,4,4,0,false,0,54,0.282373385616
xerces,org.apache.xerces.dom.ObjectFactory$ConfigurationError,org.apache.xerces.impl.dv.ObjectFactory$ConfigurationError|org.apache.xerces.parsers.ObjectFactory$ConfigurationError|org.apache.xerces.xinclude.ObjectFactory$ConfigurationError,org.apache.xerces.impl.dv.ObjectFactory$ConfigurationError|org.apache.xerces.parsers.ObjectFactory$ConfigurationError|org.apache.xerces.xinclude.ObjectFactory$ConfigurationError,3,1.0,5,4,-1,false,0,3,0.20205534811899994
xerces,org.apache.xerces.dom.PSVIAttrNSImpl,org.apache.xerces.impl.xs.AttributePSVImpl|org.apache.xerces.dom.PSVIElementNSImpl|org.apache.xerces.xs.AttributePSVI,org.apache.xerces.impl.xs.AttributePSVImpl|org.apache.xerces.dom.PSVIElementNSImpl|org.apache.xerces.xs.AttributePSVI,3,1.0,3,4,1,false,0,64,0.101177388822
xerces,org.apache.xerces.dom.PSVIDOMImplementationImpl,org.apache.xerces.dom.DOMImplementationImpl|org.apache.xerces.dom.PSVIDocumentImpl|org.apache.xerces.dom.CoreDOMImplementationImpl,org.apache.xerces.dom.DOMImplementationImpl|org.apache.xerces.impl.xs.opti.SchemaDOMImplementation|org.apache.xerces.impl.xs.XSImplementationImpl,1,0.3333333333333333,4,5,1,false,0,14,0.17945740875899996
xerces,org.apache.xerces.dom.PSVIDocumentImpl,org.apache.xerces.dom.PSVIDOMImplementationImpl|org.apache.xerces.dom.PSVIElementNSImpl|org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.PSVIDOMImplementationImpl|org.apache.xerces.dom.PSVIAttrNSImpl|org.apache.xerces.dom.PSVIElementNSImpl,2,0.6666666666666666,3,3,0,false,0,29,0.14253569579000003
xerces,org.apache.xerces.dom.PSVIElementNSImpl,org.apache.xerces.impl.xs.ElementPSVImpl|org.apache.xerces.dom.PSVIAttrNSImpl|org.apache.xerces.xs.ElementPSVI,org.apache.xerces.impl.xs.ElementPSVImpl|org.apache.xerces.dom.PSVIAttrNSImpl|org.apache.xerces.xs.ElementPSVI,3,1.0,4,4,0,false,0,71,0.09948365423399996
xerces,org.apache.xerces.dom.ParentNode,org.apache.xerces.dom.ChildNode|org.apache.xerces.dom.NodeImpl|org.apache.xerces.dom.ParentNode$1,org.apache.xerces.dom.ChildNode|org.apache.xerces.dom.CoreDocumentImpl|org.apache.xerces.dom.NodeImpl,2,0.6666666666666666,5,6,1,false,0,108,0.18060416294299997
xerces,org.apache.xerces.dom.ParentNode$1,org.apache.xerces.dom.CharacterDataImpl$1|org.apache.xerces.dom.DeepNodeListImpl|org.apache.xerces.dom.ParentNode,org.apache.xerces.dom.CharacterDataImpl$1|org.apache.xerces.dom.NodeListCache|org.apache.xerces.dom.ParentNode,2,0.6666666666666666,4,5,1,false,0,6,0.21244036372200004
xerces,org.apache.xerces.dom.ParentNode$UserDataRecord,org.apache.xerces.dom.ParentNode|org.apache.xerces.dom.ParentNode$1|org.apache.xerces.dom.DocumentTypeImpl,org.apache.xerces.dom.ParentNode$1|org.apache.xerces.dom.DocumentImpl$EnclosingAttr|org.apache.xerces.impl.xs.traversers.XSDHandler$1,1,0.3333333333333333,3,4,1,false,0,3,0.266528117316
xerces,org.apache.xerces.dom.ProcessingInstructionImpl,org.apache.xerces.stax.events.ProcessingInstructionImpl|org.apache.xerces.dom.DeferredProcessingInstructionImpl|org.apache.xerces.dom.CommentImpl,org.apache.xerces.stax.events.ProcessingInstructionImpl|org.apache.xerces.dom.DeferredProcessingInstructionImpl|org.apache.xerces.dom.NotationImpl,2,0.6666666666666666,3,3,0,false,0,19,0.19581425236000005
xerces,org.apache.xerces.dom.RangeExceptionImpl,org.apache.xerces.xs.XSException|org.apache.xerces.dom.RangeImpl|org.apache.xerces.dom3.as.DOMASException,org.apache.xerces.xs.XSException|org.apache.xerces.dom3.as.DOMASException|org.apache.xerces.dom.RangeImpl,3,1.0,3,4,1,false,0,2,0.271405999655
xerces,org.apache.xerces.dom.RangeImpl,org.apache.xerces.dom.DocumentImpl|org.apache.xerces.dom.NodeImpl|org.apache.xerces.dom.TextImpl,org.apache.xerces.dom.DocumentImpl|org.apache.xerces.dom.NodeImpl|org.apache.xerces.dom.RangeExceptionImpl,2,0.6666666666666666,4,5,1,false,0,134,0.14147191978399998
xerces,org.apache.xerces.dom.SecuritySupport,org.apache.xerces.impl.dv.SecuritySupport|org.apache.xerces.parsers.SecuritySupport|org.apache.xerces.xinclude.SecuritySupport,org.apache.xerces.impl.dv.SecuritySupport|org.apache.xerces.parsers.SecuritySupport|org.apache.xerces.xinclude.SecuritySupport,3,1.0,4,4,0,false,0,25,0.18313844454999995
xerces,org.apache.xerces.dom.SecuritySupport$1,org.apache.xerces.impl.dv.SecuritySupport$1|org.apache.xerces.parsers.SecuritySupport$1|org.apache.xerces.xinclude.SecuritySupport$1,org.apache.xerces.impl.dv.SecuritySupport$1|org.apache.xerces.parsers.SecuritySupport$1|org.apache.xerces.xinclude.SecuritySupport$1,3,1.0,6,4,-2,false,0,3,0.25919103100600005
xerces,org.apache.xerces.dom.SecuritySupport$2,org.apache.xerces.impl.dv.SecuritySupport$2|org.apache.xerces.parsers.SecuritySupport$2|org.apache.xerces.xinclude.SecuritySupport$2,org.apache.xerces.impl.dv.SecuritySupport$2|org.apache.xerces.parsers.SecuritySupport$2|org.apache.xerces.xinclude.SecuritySupport$2,3,1.0,4,4,0,false,0,3,0.254582247918
xerces,org.apache.xerces.dom.SecuritySupport$3,org.apache.xerces.impl.dv.SecuritySupport$3|org.apache.xerces.parsers.SecuritySupport$3|org.apache.xerces.xinclude.SecuritySupport$3,org.apache.xerces.impl.dv.SecuritySupport$3|org.apache.xerces.parsers.SecuritySupport$3|org.apache.xerces.xinclude.SecuritySupport$3,3,1.0,4,4,0,false,0,8,0.276302342875
xerces,org.apache.xerces.dom.SecuritySupport$4,org.apache.xerces.impl.dv.SecuritySupport$4|org.apache.xerces.parsers.SecuritySupport$4|org.apache.xerces.xinclude.SecuritySupport$4,org.apache.xerces.impl.dv.SecuritySupport$4|org.apache.xerces.parsers.SecuritySupport$4|org.apache.xerces.xinclude.SecuritySupport$4,3,1.0,4,5,1,false,0,9,0.27039261839100004
xerces,org.apache.xerces.dom.SecuritySupport$5,org.apache.xerces.impl.dv.SecuritySupport$5|org.apache.xerces.parsers.SecuritySupport$5|org.apache.xerces.xinclude.SecuritySupport$5,org.apache.xerces.impl.dv.SecuritySupport$5|org.apache.xerces.parsers.SecuritySupport$5|org.apache.xerces.xinclude.SecuritySupport$5,3,1.0,4,4,0,false,0,7,0.291249502667
xerces,org.apache.xerces.dom.SecuritySupport$6,org.apache.xerces.impl.dv.SecuritySupport$6|org.apache.xerces.parsers.SecuritySupport$6|org.apache.xerces.xinclude.SecuritySupport$6,org.apache.xerces.impl.dv.SecuritySupport$6|org.apache.xerces.parsers.SecuritySupport$6|org.apache.xerces.xinclude.SecuritySupport$6,3,1.0,4,4,0,false,0,10,0.270791799967
xerces,org.apache.xerces.dom.SecuritySupport$7,org.apache.xerces.impl.dv.SecuritySupport$7|org.apache.xerces.parsers.SecuritySupport$7|org.apache.xerces.xinclude.SecuritySupport$7,org.apache.xerces.impl.dv.SecuritySupport$7|org.apache.xerces.parsers.SecuritySupport$7|org.apache.xerces.xinclude.SecuritySupport$7,3,1.0,4,5,1,false,0,6,0.281122672686
xerces,org.apache.xerces.dom.SecuritySupport$8,org.apache.xerces.impl.dv.SecuritySupport$8|org.apache.xerces.parsers.SecuritySupport$8|org.apache.xerces.xinclude.SecuritySupport$8,org.apache.xerces.impl.dv.SecuritySupport$8|org.apache.xerces.parsers.SecuritySupport$8|org.apache.xerces.xinclude.SecuritySupport$8,3,1.0,4,4,0,false,0,5,0.247436573261
xerces,org.apache.xerces.dom.TextImpl,org.apache.xerces.impl.xs.opti.TextImpl|org.apache.xerces.impl.xs.opti.DefaultText|org.apache.xerces.dom.CharacterDataImpl,org.apache.xerces.impl.xs.opti.TextImpl|org.apache.xerces.impl.xs.opti.DefaultText|org.apache.xerces.dom.CharacterDataImpl,3,1.0,6,3,-3,false,0,72,0.20622892562100004
xerces,org.apache.xerces.dom.TreeWalkerImpl,org.apache.xerces.dom.NodeIteratorImpl|org.apache.xerces.dom.NodeImpl|org.apache.xerces.impl.xs.opti.NodeImpl,org.apache.xerces.dom.NodeIteratorImpl|org.apache.xerces.dom.EntityReferenceImpl|org.apache.xerces.dom.EntityImpl,1,0.3333333333333333,3,3,0,false,0,58,0.23631671003
xerces,org.apache.xerces.dom.events.EventImpl,org.apache.xerces.dom.events.MouseEventImpl|org.apache.xerces.dom.events.UIEventImpl|org.apache.xerces.stax.events.XMLEventImpl,org.apache.xerces.dom.events.MouseEventImpl|org.apache.xerces.stax.events.XMLEventImpl|org.apache.xerces.dom.NodeImpl,2,0.6666666666666666,4,4,0,false,0,27,0.19507685124700003
xerces,org.apache.xerces.dom.events.MouseEventImpl,org.apache.xerces.dom.events.UIEventImpl|org.apache.xerces.dom.events.EventImpl|org.apache.xerces.dom.events.MutationEventImpl,org.apache.xerces.dom.events.EventImpl|org.apache.xerces.dom.events.UIEventImpl|org.apache.xerces.dom.events.MutationEventImpl,3,1.0,3,3,0,false,0,24,0.15211286812000002
xerces,org.apache.xerces.dom.events.MutationEventImpl,org.apache.xerces.dom.events.MouseEventImpl|org.apache.xerces.dom.events.EventImpl|org.apache.xerces.stax.events.XMLEventImpl,org.apache.xerces.dom.DocumentImpl|org.apache.xerces.dom.events.MouseEventImpl|org.apache.xerces.impl.xs.opti.AttrImpl,1,0.3333333333333333,4,3,-1,false,0,18,0.22680975777300005
xerces,org.apache.xerces.dom.events.UIEventImpl,org.apache.xerces.dom.events.MouseEventImpl|org.apache.xerces.dom.events.EventImpl|org.apache.xerces.dom.events.MutationEventImpl,org.apache.xerces.dom.events.MouseEventImpl|org.apache.xerces.dom.events.EventImpl|org.apache.xerces.stax.events.XMLEventImpl,2,0.6666666666666666,3,3,0,false,0,6,0.15464614149699996
xerces,org.apache.xerces.dom3.as.ASAttributeDeclaration,org.apache.xerces.dom3.as.ASElementDeclaration|org.apache.xerces.xs.XSAttributeDeclaration|org.apache.xerces.impl.xs.XSAttributeDecl,org.apache.xerces.dom3.as.ASElementDeclaration|org.apache.xerces.xs.XSAttributeDeclaration|org.apache.xerces.dom3.as.ASEntityDeclaration,2,0.6666666666666666,5,6,1,true,0,0,0.07490231546699999
xerces,org.apache.xerces.dom3.as.ASContentModel,org.apache.xerces.dom3.as.ASModel|org.apache.xerces.dom.ASModelImpl|org.apache.xerces.dom3.as.DocumentAS,org.apache.xerces.dom3.as.ASModel|org.apache.xerces.dom.ASModelImpl|org.apache.xerces.dom3.as.DocumentAS,3,1.0,3,3,0,true,0,0,0.07454859481999998
xerces,org.apache.xerces.dom3.as.ASDataType,org.apache.xerces.dom3.as.ASAttributeDeclaration|org.apache.xerces.dom3.as.ASObject|org.apache.xerces.dom3.as.ASModel,org.apache.xerces.dom3.as.ASAttributeDeclaration|org.apache.xerces.dom3.as.ASObject|org.apache.xerces.dom3.as.ASEntityDeclaration,2,0.6666666666666666,3,3,0,true,0,0,0.17763114825000004
xerces,org.apache.xerces.dom3.as.ASElementDeclaration,org.apache.xerces.dom3.as.ASAttributeDeclaration|org.apache.xerces.dom3.as.ASEntityDeclaration|org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.dom3.as.ASAttributeDeclaration|org.apache.xerces.dom3.as.ASEntityDeclaration|org.apache.xerces.dom3.as.ASModel,2,0.6666666666666666,3,6,3,true,0,0,0.060326503434000034
xerces,org.apache.xerces.dom3.as.ASEntityDeclaration,org.apache.xerces.dom3.as.ASElementDeclaration|org.apache.xerces.dom3.as.ASNotationDeclaration|org.apache.xerces.dom3.as.ASAttributeDeclaration,org.apache.xerces.dom3.as.ASElementDeclaration|org.apache.xerces.dom3.as.ASNotationDeclaration|org.apache.xerces.dom3.as.ASAttributeDeclaration,3,1.0,4,5,1,true,0,0,0.07460270404000002
xerces,org.apache.xerces.dom3.as.ASModel,org.apache.xerces.dom.ASModelImpl|org.apache.xerces.dom3.as.DocumentAS|org.apache.xerces.dom3.as.ASContentModel,org.apache.xerces.dom.ASModelImpl|org.apache.xerces.dom3.as.DocumentAS|org.apache.xerces.dom3.as.ASContentModel,3,1.0,5,5,0,true,0,0,0.07390604925199995
xerces,org.apache.xerces.dom3.as.ASNamedObjectMap,org.apache.xerces.xs.XSNamedMap|org.apache.xerces.impl.xs.opti.NamedNodeMapImpl|org.apache.xerces.dom3.as.ASObjectList,org.apache.xerces.xs.XSNamedMap|org.apache.xerces.dom3.as.ASObjectList|org.apache.xerces.dom3.as.ASObject,2,0.6666666666666666,4,4,0,true,0,0,0.08374090017799996
xerces,org.apache.xerces.dom3.as.ASNotationDeclaration,org.apache.xerces.xs.XSNotationDeclaration|org.apache.xerces.impl.xs.XSNotationDecl|org.apache.xerces.dom3.as.ASEntityDeclaration,org.apache.xerces.xs.XSNotationDeclaration|org.apache.xerces.dom3.as.ASEntityDeclaration|org.apache.xerces.dom3.as.ASAttributeDeclaration,2,0.6666666666666666,3,3,0,true,0,0,0.080942803407
xerces,org.apache.xerces.dom3.as.ASObject,org.apache.xerces.dom3.as.ASModel|org.apache.xerces.dom.ASModelImpl|org.apache.xerces.dom3.as.DocumentAS,org.apache.xerces.dom3.as.ASModel|org.apache.xerces.dom3.as.DocumentAS|org.apache.xerces.dom3.as.ASAttributeDeclaration,2,0.6666666666666666,4,5,1,true,0,0,0.10439807500300002
xerces,org.apache.xerces.dom3.as.ASObjectList,org.apache.xerces.xs.datatypes.ObjectList|org.apache.xerces.xs.XSObjectList|org.apache.xerces.dom3.as.ASNamedObjectMap,org.apache.xerces.xs.XSObjectList|org.apache.xerces.xs.datatypes.ObjectList|org.apache.xerces.dom3.as.ASNamedObjectMap,3,1.0,3,3,0,true,0,0,0.11605976791399997
xerces,org.apache.xerces.dom3.as.CharacterDataEditAS,org.apache.xerces.dom3.as.NodeEditAS|org.apache.xerces.dom3.as.ElementEditAS|org.apache.xerces.dom.CharacterDataImpl,org.apache.xerces.dom3.as.NodeEditAS|org.apache.xerces.dom3.as.ElementEditAS|org.apache.xerces.dom3.as.DocumentEditAS,2,0.6666666666666666,4,4,0,true,0,0,0.10798277399199996
xerces,org.apache.xerces.dom3.as.DOMASBuilder,org.apache.xerces.parsers.DOMASBuilderImpl|org.apache.xerces.dom3.as.DOMImplementationAS|org.apache.xerces.dom3.as.DOMASWriter,org.apache.xerces.parsers.DOMASBuilderImpl|org.apache.xerces.dom3.as.DOMImplementationAS|org.apache.xerces.dom3.as.DOMASWriter,3,1.0,3,3,0,true,0,0,0.08055628057499997
xerces,org.apache.xerces.dom3.as.DOMASException,org.apache.xerces.xs.XSException|org.apache.xerces.impl.dv.DVFactoryException|org.apache.xerces.dom.DOMNormalizer$1,org.apache.xerces.xs.XSException|org.apache.xerces.impl.dv.DVFactoryException|org.apache.xerces.dom.RangeExceptionImpl,2,0.6666666666666666,4,6,2,false,0,3,0.28627173008999995
xerces,org.apache.xerces.dom3.as.DOMASWriter,org.apache.xerces.dom3.as.DOMImplementationAS|org.apache.xerces.dom3.as.DOMASBuilder|org.apache.xml.serialize.DOMSerializer,org.apache.xerces.dom3.as.DOMImplementationAS|org.apache.xml.serialize.DOMSerializer|org.apache.xerces.dom3.as.DOMASBuilder,3,1.0,4,4,0,true,0,0,0.08345787620199996
xerces,org.apache.xerces.dom3.as.DOMImplementationAS,org.apache.xerces.dom.ASDOMImplementationImpl|org.apache.xerces.dom3.as.DOMASBuilder|org.apache.xerces.dom3.as.DocumentAS,org.apache.xerces.dom.ASDOMImplementationImpl|org.apache.xerces.dom3.as.DocumentAS|org.apache.xerces.dom3.as.DOMASBuilder,3,1.0,5,5,0,true,0,0,0.11587869496900005
xerces,org.apache.xerces.dom3.as.DocumentAS,org.apache.xerces.dom3.as.ASModel|org.apache.xerces.dom3.as.DOMImplementationAS|org.apache.xerces.dom.ASModelImpl,org.apache.xerces.dom3.as.ASModel|org.apache.xerces.dom3.as.DOMImplementationAS|org.apache.xerces.dom3.as.ASObject,2,0.6666666666666666,5,5,0,true,0,0,0.10387762412299995
xerces,org.apache.xerces.dom3.as.DocumentEditAS,org.apache.xerces.dom3.as.NodeEditAS|org.apache.xerces.dom3.as.ElementEditAS|org.apache.xerces.dom3.as.CharacterDataEditAS,org.apache.xerces.dom3.as.NodeEditAS|org.apache.xerces.dom3.as.ElementEditAS|org.apache.xerces.dom3.as.CharacterDataEditAS,3,1.0,3,3,0,true,0,0,0.11777513264399997
xerces,org.apache.xerces.dom3.as.ElementEditAS,org.apache.xerces.dom3.as.NodeEditAS|org.apache.xerces.dom3.as.CharacterDataEditAS|org.apache.xerces.dom3.as.DocumentEditAS,org.apache.xerces.dom3.as.NodeEditAS|org.apache.xerces.dom3.as.ASElementDeclaration|org.apache.xerces.dom3.as.CharacterDataEditAS,2,0.6666666666666666,4,4,0,true,0,0,0.09667350991400003
xerces,org.apache.xerces.dom3.as.NodeEditAS,org.apache.xerces.dom3.as.ElementEditAS|org.apache.xerces.dom3.as.DocumentEditAS|org.apache.xerces.dom3.as.CharacterDataEditAS,org.apache.xerces.dom3.as.ElementEditAS|org.apache.xerces.dom3.as.DocumentEditAS|org.apache.xerces.dom3.as.CharacterDataEditAS,3,1.0,3,3,0,true,0,0,0.10986037024899997
xerces,org.apache.xerces.impl.Constants,org.apache.xerces.jaxp.JAXPConstants|org.apache.xerces.xs.XSConstants|org.apache.xerces.util.XMLSymbols,org.apache.xerces.xs.XSConstants|org.apache.xerces.jaxp.validation.XMLSchemaFactory|org.apache.xerces.jaxp.JAXPConstants,2,0.6666666666666666,5,4,-1,false,0,64,0.23963466151699997
xerces,org.apache.xerces.impl.Constants$ArrayEnumeration,org.apache.xerces.util.AugmentationsImpl$SmallContainer$SmallContainerKeyEnumeration|org.apache.xerces.util.NamespaceSupport$Prefixes|org.apache.xerces.impl.Constants,org.apache.xerces.util.AugmentationsImpl$SmallContainer$SmallContainerKeyEnumeration|org.apache.xerces.util.NamespaceSupport$Prefixes|org.apache.xerces.impl.xs.util.XSNamedMapImpl$1$1,2,0.6666666666666666,3,3,0,false,0,21,0.202847244913
xerces,org.apache.xerces.impl.ExternalSubsetResolver,org.apache.xerces.util.EntityResolver2Wrapper|org.apache.xerces.xni.parser.XMLEntityResolver|org.apache.xerces.parsers.SecureProcessingConfiguration$ExternalEntityMonitor,org.apache.xerces.xni.parser.XMLEntityResolver|org.apache.xerces.util.EntityResolver2Wrapper|org.apache.xerces.util.EntityResolverWrapper,2,0.6666666666666666,3,3,0,true,0,0,0.07701695242600004
xerces,org.apache.xerces.impl.RevalidationHandler,org.apache.xerces.xni.parser.XMLDocumentFilter|org.apache.xerces.impl.dtd.XMLDTDValidatorFilter|org.apache.xerces.impl.dtd.XMLDTDValidator,org.apache.xerces.xni.parser.XMLDocumentFilter|org.apache.xerces.impl.dtd.XMLDTDValidatorFilter|org.apache.xerces.xni.XMLDocumentHandler,2,0.6666666666666666,4,4,0,true,0,0,0.09061536878999998
xerces,org.apache.xerces.impl.Version,org.apache.xml.serialize.Method|org.apache.xml.serialize.LineSeparator|org.apache.xerces.impl.Constants,org.apache.xerces.impl.XMLVersionDetector|org.apache.xerces.impl.Constants|org.apache.xml.serialize.OutputFormat$DTD,1,0.3333333333333333,3,3,0,false,0,8,0.393013314163
xerces,org.apache.xerces.impl.XML11DTDScannerImpl,org.apache.xerces.impl.XML11DocumentScannerImpl|org.apache.xerces.impl.dtd.XML11DTDProcessor|org.apache.xerces.impl.XML11EntityScanner,org.apache.xerces.impl.XML11DocumentScannerImpl|org.apache.xerces.impl.dtd.XML11DTDProcessor|org.apache.xerces.impl.XML11NSDocumentScannerImpl,2,0.6666666666666666,4,4,0,false,0,54,0.10886699249499998
xerces,org.apache.xerces.impl.XML11DocumentScannerImpl,org.apache.xerces.impl.XML11DTDScannerImpl|org.apache.xerces.impl.XML11NSDocumentScannerImpl|org.apache.xerces.impl.XML11EntityScanner,org.apache.xerces.impl.XML11DTDScannerImpl|org.apache.xerces.impl.XML11NSDocumentScannerImpl|org.apache.xerces.impl.XML11EntityScanner,3,1.0,7,8,1,false,0,90,0.12314119232599996
xerces,org.apache.xerces.impl.XML11EntityScanner,org.apache.xerces.impl.XMLEntityScanner|org.apache.xerces.impl.XML11DocumentScannerImpl|org.apache.xerces.impl.XML11DTDScannerImpl,org.apache.xerces.impl.XMLEntityScanner|org.apache.xerces.impl.XML11DocumentScannerImpl|org.apache.xerces.impl.XMLScanner,2,0.6666666666666666,4,4,0,false,0,55,0.15052775830800003
xerces,org.apache.xerces.impl.XML11NSDocumentScannerImpl,org.apache.xerces.impl.XMLNSDocumentScannerImpl|org.apache.xerces.impl.XML11DocumentScannerImpl|org.apache.xerces.impl.XML11NSDocumentScannerImpl$NS11ContentDispatcher,org.apache.xerces.impl.XMLNSDocumentScannerImpl|org.apache.xerces.impl.XML11NSDocumentScannerImpl$NS11ContentDispatcher|org.apache.xerces.impl.XML11DocumentScannerImpl,3,1.0,5,5,0,false,0,112,0.10202160949399997
xerces,org.apache.xerces.impl.XML11NSDocumentScannerImpl$NS11ContentDispatcher,org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher|org.apache.xerces.impl.XML11NSDocumentScannerImpl|org.apache.xerces.impl.XMLDocumentScannerImpl$ContentDispatcher,org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher|org.apache.xerces.impl.XML11NSDocumentScannerImpl|org.apache.xerces.impl.XMLDocumentScannerImpl$ContentDispatcher,3,1.0,3,3,0,false,0,31,0.09542002195699995
xerces,org.apache.xerces.impl.XML11NamespaceBinder,org.apache.xerces.impl.XMLNamespaceBinder|org.apache.xerces.impl.dtd.XML11NSDTDValidator|org.apache.xerces.impl.xs.SchemaNamespaceSupport,org.apache.xerces.xni.NamespaceContext|org.apache.xerces.impl.XMLNamespaceBinder|org.apache.xerces.impl.dtd.XML11NSDTDValidator,2,0.6666666666666666,3,3,0,false,0,4,0.15537883654600004
xerces,org.apache.xerces.impl.XMLDTDScannerImpl,org.apache.xerces.xni.parser.XMLDTDScanner|org.apache.xerces.impl.XMLDocumentScannerImpl|org.apache.xerces.impl.XMLScanner,org.apache.xerces.impl.XMLDocumentScannerImpl|org.apache.xerces.impl.dtd.XMLDTDProcessor|org.apache.xerces.impl.XMLScanner,2,0.6666666666666666,3,7,4,false,0,207,0.09953199314200001
