artifact_group,subject,seed,path,sha256_before,bytes_before,sha256_after,unchanged,status
historical_front,jpetstore,16,results/jpetstore/04_stage3_semantic/formal/seed_16/pareto_front_4d.csv,08db66fa8a4bee43af8f540267014681b846fee8d57c4636d0bd83aab4bdfab7,30252,08db66fa8a4bee43af8f540267014681b846fee8d57c4636d0bd83aab4bdfab7,True,PASS
historical_labels,jpetstore,16,results/jpetstore/04_stage3_semantic/formal/seed_16/partition_labels.csv,491e83befbb723aa0c965b33c39739cb40e56574706d7a16f4fe562ecb1be7c9,285056,491e83befbb723aa0c965b33c39739cb40e56574706d7a16f4fe562ecb1be7c9,True,PASS
historical_front,jpetstore,17,results/jpetstore/04_stage3_semantic/formal/seed_17/pareto_front_4d.csv,4f276b35391b505d3984b68b3c86e8ca172fa3d94623aaa2eb3c22920f603843,30297,4f276b35391b505d3984b68b3c86e8ca172fa3d94623aaa2eb3c22920f603843,True,PASS
historical_labels,jpetstore,17,results/jpetstore/04_stage3_semantic/formal/seed_17/partition_labels.csv,8b05ba26be00da443144783a5120eb9a1de777ae5f976b0e4469f4903347e487,285056,8b05ba26be00da443144783a5120eb9a1de777ae5f976b0e4469f4903347e487,True,PASS
historical_front,jpetstore,18,results/jpetstore/04_stage3_semantic/formal/seed_18/pareto_front_4d.csv,17b01f1e9dd8384c38da31bd5b2fcf8e99b4ae85cd1d18095e52441e818130de,30316,17b01f1e9dd8384c38da31bd5b2fcf8e99b4ae85cd1d18095e52441e818130de,True,PASS
historical_labels,jpetstore,18,results/jpetstore/04_stage3_semantic/formal/seed_18/partition_labels.csv,fd1ce8370dd00a50a2f44c09dddc2d34fcaf99040a082b6798c8197a79e61a43,285056,fd1ce8370dd00a50a2f44c09dddc2d34fcaf99040a082b6798c8197a79e61a43,True,PASS
historical_front,jpetstore,19,results/jpetstore/04_stage3_semantic/formal/seed_19/pareto_front_4d.csv,e7e577b21bd7603895bc04c146c038290a32470a604d2cc67a76548c33519e39,30006,e7e577b21bd7603895bc04c146c038290a32470a604d2cc67a76548c33519e39,True,PASS
historical_labels,jpetstore,19,results/jpetstore/04_stage3_semantic/formal/seed_19/partition_labels.csv,afc1ec70556c637196241bf8a2c4884a2f4ee893cccaaa77e3f28ec6a9a99e2f,285056,afc1ec70556c637196241bf8a2c4884a2f4ee893cccaaa77e3f28ec6a9a99e2f,True,PASS
historical_front,jpetstore,20,results/jpetstore/04_stage3_semantic/formal/seed_20/pareto_front_4d.csv,e9b583a6e69b470520e4b193fa88c3546a8403c35ddc1c86a4fcc66de7fa17b7,30338,e9b583a6e69b470520e4b193fa88c3546a8403c35ddc1c86a4fcc66de7fa17b7,True,PASS
historical_labels,jpetstore,20,results/jpetstore/04_stage3_semantic/formal/seed_20/partition_labels.csv,09114bca216d4ae46bcd2699dc13723a313e4c07829224f0607d52ff2c1fce78,285056,09114bca216d4ae46bcd2699dc13723a313e4c07829224f0607d52ff2c1fce78,True,PASS
historical_front,jpetstore,21,results/jpetstore/04_stage3_semantic/formal/seed_21/pareto_front_4d.csv,9a9f39ecc4a7dee3c59b407adb2fccb133a8e9f8bcce3a4c6e3382e725a4fe0e,30349,9a9f39ecc4a7dee3c59b407adb2fccb133a8e9f8bcce3a4c6e3382e725a4fe0e,True,PASS
historical_labels,jpetstore,21,results/jpetstore/04_stage3_semantic/formal/seed_21/partition_labels.csv,376e2ff640a8d436f7446c32f64ec241095927c6524a0021afe3c6c152eaa0c2,285056,376e2ff640a8d436f7446c32f64ec241095927c6524a0021afe3c6c152eaa0c2,True,PASS
historical_front,jpetstore,22,results/jpetstore/04_stage3_semantic/formal/seed_22/pareto_front_4d.csv,a0a06f1e599376e8974300bf2ba5f75ec1a94961a2ea94c738443fea756ac0a9,30281,a0a06f1e599376e8974300bf2ba5f75ec1a94961a2ea94c738443fea756ac0a9,True,PASS
historical_labels,jpetstore,22,results/jpetstore/04_stage3_semantic/formal/seed_22/partition_labels.csv,00e6330410b90f5da3d959b6a94584fd073abbbbec8f670b412eca851b890d90,285056,00e6330410b90f5da3d959b6a94584fd073abbbbec8f670b412eca851b890d90,True,PASS
historical_front,jpetstore,23,results/jpetstore/04_stage3_semantic/formal/seed_23/pareto_front_4d.csv,bb0ae96b6b0441af1fbaeb71208347c1e180b7e677c62e2f3a8a145a1e36fd4d,30244,bb0ae96b6b0441af1fbaeb71208347c1e180b7e677c62e2f3a8a145a1e36fd4d,True,PASS
historical_labels,jpetstore,23,results/jpetstore/04_stage3_semantic/formal/seed_23/partition_labels.csv,b60f66a2a0603139b83fbab9bddcfceb59971a5625048a7c560c12d4c948b780,285056,b60f66a2a0603139b83fbab9bddcfceb59971a5625048a7c560c12d4c948b780,True,PASS
historical_front,jpetstore,24,results/jpetstore/04_stage3_semantic/formal/seed_24/pareto_front_4d.csv,2b558795c9fe696e6815b097d962ae8109d365ba771be3d6a919337325a00e5f,30264,2b558795c9fe696e6815b097d962ae8109d365ba771be3d6a919337325a00e5f,True,PASS
historical_labels,jpetstore,24,results/jpetstore/04_stage3_semantic/formal/seed_24/partition_labels.csv,2896c4b7f10d6e3b88dbc4b0740019f0005fec72fa72bb8b284a8d2f889282b7,285056,2896c4b7f10d6e3b88dbc4b0740019f0005fec72fa72bb8b284a8d2f889282b7,True,PASS
historical_front,jpetstore,25,results/jpetstore/04_stage3_semantic/formal/seed_25/pareto_front_4d.csv,2afeb1a8d9e12ecd6f5f8d51de02b77ce7ebd02480c1b1ae802a3468fb21c9da,30263,2afeb1a8d9e12ecd6f5f8d51de02b77ce7ebd02480c1b1ae802a3468fb21c9da,True,PASS
historical_labels,jpetstore,25,results/jpetstore/04_stage3_semantic/formal/seed_25/partition_labels.csv,dd9e7c744db915a5dd913d18ea273bee3ff5e422db368c5eee47bc3c19edd1c4,285056,dd9e7c744db915a5dd913d18ea273bee3ff5e422db368c5eee47bc3c19edd1c4,True,PASS
historical_front,jpetstore,26,results/jpetstore/04_stage3_semantic/formal/seed_26/pareto_front_4d.csv,55c2ea4324a18a690c6ad0cd08c5e21916e33e28a70c7ccc1b055bbd5f21e6ec,30088,55c2ea4324a18a690c6ad0cd08c5e21916e33e28a70c7ccc1b055bbd5f21e6ec,True,PASS
historical_labels,jpetstore,26,results/jpetstore/04_stage3_semantic/formal/seed_26/partition_labels.csv,70c166cc24a6086dbda780b2634328909798373eafa1e233c8e12c9781fc9f02,285056,70c166cc24a6086dbda780b2634328909798373eafa1e233c8e12c9781fc9f02,True,PASS
historical_front,jpetstore,27,results/jpetstore/04_stage3_semantic/formal/seed_27/pareto_front_4d.csv,08bf55b3a340493e191770c1c46296348cf4c676ec294130bb4cbf05b5ea056c,30118,08bf55b3a340493e191770c1c46296348cf4c676ec294130bb4cbf05b5ea056c,True,PASS
historical_labels,jpetstore,27,results/jpetstore/04_stage3_semantic/formal/seed_27/partition_labels.csv,f2f3ffcd6beeb2a49a20757265fd03a0a2cd0a572e02709b9d689b77a7175faf,285056,f2f3ffcd6beeb2a49a20757265fd03a0a2cd0a572e02709b9d689b77a7175faf,True,PASS
historical_front,jpetstore,28,results/jpetstore/04_stage3_semantic/formal/seed_28/pareto_front_4d.csv,b2585bb2f3f059bc23b9c7a6ada0e86521e6220a8f9ec5fc69a3b893c55af887,30281,b2585bb2f3f059bc23b9c7a6ada0e86521e6220a8f9ec5fc69a3b893c55af887,True,PASS
historical_labels,jpetstore,28,results/jpetstore/04_stage3_semantic/formal/seed_28/partition_labels.csv,8c420730a426d569985f71e4c8575e4fccadbb415fc965bfd4ab78859c4f99ec,285056,8c420730a426d569985f71e4c8575e4fccadbb415fc965bfd4ab78859c4f99ec,True,PASS
historical_front,jpetstore,29,results/jpetstore/04_stage3_semantic/formal/seed_29/pareto_front_4d.csv,3322b9c12f1d0189cc3bb1c44d736102181e64ff6aecf27aa8f34c1aede22e3b,30116,3322b9c12f1d0189cc3bb1c44d736102181e64ff6aecf27aa8f34c1aede22e3b,True,PASS
historical_labels,jpetstore,29,results/jpetstore/04_stage3_semantic/formal/seed_29/partition_labels.csv,6107b13360d9fdf71be2401397db8c38e5cba581a6d8798ce62b1890f5953b4c,285056,6107b13360d9fdf71be2401397db8c38e5cba581a6d8798ce62b1890f5953b4c,True,PASS
stage3_front,jpetstore,0,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/pareto_front_4d.csv,e977a03a8cf1095610757b8eadd820a35b97a0f36d39d5939961bffef588b916,84506,e977a03a8cf1095610757b8eadd820a35b97a0f36d39d5939961bffef588b916,True,PASS
stage3_labels,jpetstore,0,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/partition_labels.csv,e8869058fa0d974692c363d96a5e4ed777cb1c9fab28832f240d8831669838e2,1586033,e8869058fa0d974692c363d96a5e4ed777cb1c9fab28832f240d8831669838e2,True,PASS
stage3_front,jpetstore,1,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/pareto_front_4d.csv,7ba55e9aedf6ef4d21178a0b5f7fc614fe6101509167fe1556ee128388621ba9,84427,7ba55e9aedf6ef4d21178a0b5f7fc614fe6101509167fe1556ee128388621ba9,True,PASS
stage3_labels,jpetstore,1,results/jpetstore/05_stage3_declaration_method_body/formal/seed_01/partition_labels.csv,925689cee9a43fa3d05d2e9bb5cf4a8f51cafb5cd9f3809e85b0fbc4f8fd7447,1586033,925689cee9a43fa3d05d2e9bb5cf4a8f51cafb5cd9f3809e85b0fbc4f8fd7447,True,PASS
stage3_front,jpetstore,2,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/pareto_front_4d.csv,715c9996f982593a841b656e7b1f82178fa4549f55546744682502a1b9472633,84816,715c9996f982593a841b656e7b1f82178fa4549f55546744682502a1b9472633,True,PASS
stage3_labels,jpetstore,2,results/jpetstore/05_stage3_declaration_method_body/formal/seed_02/partition_labels.csv,72da79eb61569ce091b45a5e1bdaaa1156e257a064aeb5a6ce1669984f820598,1586033,72da79eb61569ce091b45a5e1bdaaa1156e257a064aeb5a6ce1669984f820598,True,PASS
stage3_front,jpetstore,3,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/pareto_front_4d.csv,08747e333e48690b27110c8a00412a94d3ea64192971111f92122e7bf8dca6d7,84505,08747e333e48690b27110c8a00412a94d3ea64192971111f92122e7bf8dca6d7,True,PASS
stage3_labels,jpetstore,3,results/jpetstore/05_stage3_declaration_method_body/formal/seed_03/partition_labels.csv,52206b36643814b01dbf81533800a459752c7cc078f149f95a917f00ee47338b,1586033,52206b36643814b01dbf81533800a459752c7cc078f149f95a917f00ee47338b,True,PASS
stage3_front,jpetstore,4,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/pareto_front_4d.csv,a4c53ecd8a9bba74351b50310235ca75a9a141c05a9c296592af0437b4b73d06,84685,a4c53ecd8a9bba74351b50310235ca75a9a141c05a9c296592af0437b4b73d06,True,PASS
stage3_labels,jpetstore,4,results/jpetstore/05_stage3_declaration_method_body/formal/seed_04/partition_labels.csv,e3c4eb7fd37a85ee9b4327ab1fa1043bfda7ab2290103ac56b204889ad1fd760,1586033,e3c4eb7fd37a85ee9b4327ab1fa1043bfda7ab2290103ac56b204889ad1fd760,True,PASS
stage3_front,jpetstore,5,results/jpetstore/05_stage3_declaration_method_body/formal/seed_05/pareto_front_4d.csv,d21a16f2cca5de993afdf1b1376dc44455678497985b5e1dc54e0077216b9499,84696,d21a16f2cca5de993afdf1b1376dc44455678497985b5e1dc54e0077216b9499,True,PASS
stage3_labels,jpetstore,5,results/jpetstore/05_stage3_declaration_method_body/formal/seed_05/partition_labels.csv,67022def0b61295c5faec22c3d6c959c6082348b6fc551ef1652035a7289fb4e,1586033,67022def0b61295c5faec22c3d6c959c6082348b6fc551ef1652035a7289fb4e,True,PASS
stage3_front,jpetstore,6,results/jpetstore/05_stage3_declaration_method_body/formal/seed_06/pareto_front_4d.csv,3b6d72644b56b845b796645e96c0734796643fbdb64b99054bfb62d36ab28332,84756,3b6d72644b56b845b796645e96c0734796643fbdb64b99054bfb62d36ab28332,True,PASS
stage3_labels,jpetstore,6,results/jpetstore/05_stage3_declaration_method_body/formal/seed_06/partition_labels.csv,f515d037693c3429c698d79545f8e1e848194e339faf0dc1f91b14104b132530,1586033,f515d037693c3429c698d79545f8e1e848194e339faf0dc1f91b14104b132530,True,PASS
stage3_front,jpetstore,7,results/jpetstore/05_stage3_declaration_method_body/formal/seed_07/pareto_front_4d.csv,fa80b2272969f5f46cc1bc822e7ae220492e9c76892cff3d211bf0ca11cd8f29,84738,fa80b2272969f5f46cc1bc822e7ae220492e9c76892cff3d211bf0ca11cd8f29,True,PASS
stage3_labels,jpetstore,7,results/jpetstore/05_stage3_declaration_method_body/formal/seed_07/partition_labels.csv,8080f7fb7560e8796fac0720c10350c017cf7e2d9d96ed4cf7662722a881fef5,1586033,8080f7fb7560e8796fac0720c10350c017cf7e2d9d96ed4cf7662722a881fef5,True,PASS
stage3_front,jpetstore,8,results/jpetstore/05_stage3_declaration_method_body/formal/seed_08/pareto_front_4d.csv,35d0138af2ad881d06a9a7f59188646870ddcd3fb0bfc70be6653c146ae2e7df,84638,35d0138af2ad881d06a9a7f59188646870ddcd3fb0bfc70be6653c146ae2e7df,True,PASS
stage3_labels,jpetstore,8,results/jpetstore/05_stage3_declaration_method_body/formal/seed_08/partition_labels.csv,fb78a0be0a18e493699de7aa6ef7b0bdf284146e1fa0459f522caf1d051151c0,1586033,fb78a0be0a18e493699de7aa6ef7b0bdf284146e1fa0459f522caf1d051151c0,True,PASS
stage3_front,jpetstore,9,results/jpetstore/05_stage3_declaration_method_body/formal/seed_09/pareto_front_4d.csv,2539d81804f36fabdb488c74823ce04e08b28c38c31d2d2b086d46c4a32ce43b,84391,2539d81804f36fabdb488c74823ce04e08b28c38c31d2d2b086d46c4a32ce43b,True,PASS
stage3_labels,jpetstore,9,results/jpetstore/05_stage3_declaration_method_body/formal/seed_09/partition_labels.csv,673c5b70b19124868966928c92f7db6e4caa367dc50c9cc9b3783a4e3ce0a81f,1586033,673c5b70b19124868966928c92f7db6e4caa367dc50c9cc9b3783a4e3ce0a81f,True,PASS
stage3_front,jpetstore,10,results/jpetstore/05_stage3_declaration_method_body/formal/seed_10/pareto_front_4d.csv,da634568b349c7e9f41035c23e012e7602b5e04646c1c77ebeda5e06f9ef45fe,84763,da634568b349c7e9f41035c23e012e7602b5e04646c1c77ebeda5e06f9ef45fe,True,PASS
stage3_labels,jpetstore,10,results/jpetstore/05_stage3_declaration_method_body/formal/seed_10/partition_labels.csv,3b25652755d3263ffaa04a4359d587b1ce41f984a0fc889e836582bab4ad7506,1590833,3b25652755d3263ffaa04a4359d587b1ce41f984a0fc889e836582bab4ad7506,True,PASS
stage3_front,jpetstore,11,results/jpetstore/05_stage3_declaration_method_body/formal/seed_11/pareto_front_4d.csv,743a6ab48c638e166c17821ffb4302e40ce85563240721f3dcde843225115d63,84734,743a6ab48c638e166c17821ffb4302e40ce85563240721f3dcde843225115d63,True,PASS
stage3_labels,jpetstore,11,results/jpetstore/05_stage3_declaration_method_body/formal/seed_11/partition_labels.csv,7d4082491763a6ddd82ba44e7a6587893c22eb30540a970a4110e42d7f078ef5,1590833,7d4082491763a6ddd82ba44e7a6587893c22eb30540a970a4110e42d7f078ef5,True,PASS
stage3_front,jpetstore,12,results/jpetstore/05_stage3_declaration_method_body/formal/seed_12/pareto_front_4d.csv,1beb94bd55b12fc46527dee049d1563e50f8ee70e9a42795bad7f5d232bff650,84766,1beb94bd55b12fc46527dee049d1563e50f8ee70e9a42795bad7f5d232bff650,True,PASS
stage3_labels,jpetstore,12,results/jpetstore/05_stage3_declaration_method_body/formal/seed_12/partition_labels.csv,3294863fdfad28e84f55d93b5ccb5941af96d33a35095b9a223fa684d3933851,1590833,3294863fdfad28e84f55d93b5ccb5941af96d33a35095b9a223fa684d3933851,True,PASS
stage3_front,jpetstore,13,results/jpetstore/05_stage3_declaration_method_body/formal/seed_13/pareto_front_4d.csv,4736fa8170198746f9456a6c98fe981da63db210d95bdff66b68b2fdfb23cbca,84785,4736fa8170198746f9456a6c98fe981da63db210d95bdff66b68b2fdfb23cbca,True,PASS
stage3_labels,jpetstore,13,results/jpetstore/05_stage3_declaration_method_body/formal/seed_13/partition_labels.csv,aaf3ca37cc312e48db5618723024bb7a4a6ce28a878810a6440ea9af12d642d2,1590833,aaf3ca37cc312e48db5618723024bb7a4a6ce28a878810a6440ea9af12d642d2,True,PASS
stage3_front,jpetstore,14,results/jpetstore/05_stage3_declaration_method_body/formal/seed_14/pareto_front_4d.csv,e1b04873364291847acbbc9834d7369b46f27db1fc20867469dc17b8cbfafbc1,84867,e1b04873364291847acbbc9834d7369b46f27db1fc20867469dc17b8cbfafbc1,True,PASS
stage3_labels,jpetstore,14,results/jpetstore/05_stage3_declaration_method_body/formal/seed_14/partition_labels.csv,669a8668c9b25f4c3ad50922a93dcb96fd48a050016a73e053305a286111cf92,1590833,669a8668c9b25f4c3ad50922a93dcb96fd48a050016a73e053305a286111cf92,True,PASS
stage3_front,jpetstore,15,results/jpetstore/05_stage3_declaration_method_body/formal/seed_15/pareto_front_4d.csv,159dd0d9ffda769fe0912a1cce635b865d1206b7f226ed35f5e7ff413e7cf5b9,84775,159dd0d9ffda769fe0912a1cce635b865d1206b7f226ed35f5e7ff413e7cf5b9,True,PASS
stage3_labels,jpetstore,15,results/jpetstore/05_stage3_declaration_method_body/formal/seed_15/partition_labels.csv,eee214bab56d499778d743e30f8de0223b82b2a82de9fd1f305250c98780f2e6,1590833,eee214bab56d499778d743e30f8de0223b82b2a82de9fd1f305250c98780f2e6,True,PASS
stage3_front,jpetstore,16,results/jpetstore/05_stage3_declaration_method_body/formal/seed_16/pareto_front_4d.csv,7a706d97d1bdd8f6596c150b23ca92641585845447f2b8c4a355f87e32c7d191,83903,7a706d97d1bdd8f6596c150b23ca92641585845447f2b8c4a355f87e32c7d191,True,PASS
stage3_labels,jpetstore,16,results/jpetstore/05_stage3_declaration_method_body/formal/seed_16/partition_labels.csv,81a97a0032a8002ed9513a84ff14f0ebea44082d5c0668443532c2e203531ff3,1574927,81a97a0032a8002ed9513a84ff14f0ebea44082d5c0668443532c2e203531ff3,True,PASS
stage3_front,jpetstore,17,results/jpetstore/05_stage3_declaration_method_body/formal/seed_17/pareto_front_4d.csv,7bb4b90cb87c95e74f8fb959de58a879914e97312ae3b54d7f6595b330b5e906,84776,7bb4b90cb87c95e74f8fb959de58a879914e97312ae3b54d7f6595b330b5e906,True,PASS
stage3_labels,jpetstore,17,results/jpetstore/05_stage3_declaration_method_body/formal/seed_17/partition_labels.csv,371d2dbf8714929807bf3a9d04772939dbc5678ecb52942156e94ba57d0b344f,1590833,371d2dbf8714929807bf3a9d04772939dbc5678ecb52942156e94ba57d0b344f,True,PASS
stage3_front,jpetstore,18,results/jpetstore/05_stage3_declaration_method_body/formal/seed_18/pareto_front_4d.csv,3cc112abc33916352e610dabe3054cf7bb0fa957a28bd66e81b310756b97806c,84777,3cc112abc33916352e610dabe3054cf7bb0fa957a28bd66e81b310756b97806c,True,PASS
stage3_labels,jpetstore,18,results/jpetstore/05_stage3_declaration_method_body/formal/seed_18/partition_labels.csv,801b7e03d91aa391e8aa624be013bfd0cdd79b5d38c2a68ae8264928b5c86583,1590833,801b7e03d91aa391e8aa624be013bfd0cdd79b5d38c2a68ae8264928b5c86583,True,PASS
stage3_front,jpetstore,19,results/jpetstore/05_stage3_declaration_method_body/formal/seed_19/pareto_front_4d.csv,e7318bf206c84b4f129035a455e57621ad435424a607f40d25cb13e4b9c2fac1,84618,e7318bf206c84b4f129035a455e57621ad435424a607f40d25cb13e4b9c2fac1,True,PASS
stage3_labels,jpetstore,19,results/jpetstore/05_stage3_declaration_method_body/formal/seed_19/partition_labels.csv,a69db262557d7e1f99285a427990b01f29584d2562ce102888f25faa44ee2c86,1590833,a69db262557d7e1f99285a427990b01f29584d2562ce102888f25faa44ee2c86,True,PASS
stage3_front,jpetstore,20,results/jpetstore/05_stage3_declaration_method_body/formal/seed_20/pareto_front_4d.csv,770a75f2fe84148db8275371065b4b85fbd81fa076632ac93946353aa71f8999,84745,770a75f2fe84148db8275371065b4b85fbd81fa076632ac93946353aa71f8999,True,PASS
stage3_labels,jpetstore,20,results/jpetstore/05_stage3_declaration_method_body/formal/seed_20/partition_labels.csv,1adaafe9a43be9bbdf2906ab99044f6c67da094b679af143c2321a11e1f5ad18,1590833,1adaafe9a43be9bbdf2906ab99044f6c67da094b679af143c2321a11e1f5ad18,True,PASS
stage3_front,jpetstore,21,results/jpetstore/05_stage3_declaration_method_body/formal/seed_21/pareto_front_4d.csv,d28b4fcd3f3352d09dd527ce2834e164635b2c464011097ac8c3309d9480dc3b,84840,d28b4fcd3f3352d09dd527ce2834e164635b2c464011097ac8c3309d9480dc3b,True,PASS
stage3_labels,jpetstore,21,results/jpetstore/05_stage3_declaration_method_body/formal/seed_21/partition_labels.csv,75fd22a00407db10e914a37147674caccc25511ddc04725d870cb2f57aedbf8a,1590833,75fd22a00407db10e914a37147674caccc25511ddc04725d870cb2f57aedbf8a,True,PASS
stage3_front,jpetstore,22,results/jpetstore/05_stage3_declaration_method_body/formal/seed_22/pareto_front_4d.csv,6544419936fce203f9ba3fa116c5435c0d39045206f2fc727fe6a319f986e0e5,84821,6544419936fce203f9ba3fa116c5435c0d39045206f2fc727fe6a319f986e0e5,True,PASS
stage3_labels,jpetstore,22,results/jpetstore/05_stage3_declaration_method_body/formal/seed_22/partition_labels.csv,0f9c0d45676f2b63388edb5ef97ef8b4e111f97ada787a1037de95d5b0601a7c,1590833,0f9c0d45676f2b63388edb5ef97ef8b4e111f97ada787a1037de95d5b0601a7c,True,PASS
stage3_front,jpetstore,23,results/jpetstore/05_stage3_declaration_method_body/formal/seed_23/pareto_front_4d.csv,0e4219b8ff9c71c3bb0b90a877b9c852bd6c46d8da95306411cd00ec854fc213,84754,0e4219b8ff9c71c3bb0b90a877b9c852bd6c46d8da95306411cd00ec854fc213,True,PASS
stage3_labels,jpetstore,23,results/jpetstore/05_stage3_declaration_method_body/formal/seed_23/partition_labels.csv,852fac346c8a142811ffc2d15f7760329ff29f119eac66715718082ccd4ad699,1590833,852fac346c8a142811ffc2d15f7760329ff29f119eac66715718082ccd4ad699,True,PASS
stage3_front,jpetstore,24,results/jpetstore/05_stage3_declaration_method_body/formal/seed_24/pareto_front_4d.csv,9ac9095ded084910223ea1181ec64d441d743f534070d530a968f9dfe6c60b8a,84801,9ac9095ded084910223ea1181ec64d441d743f534070d530a968f9dfe6c60b8a,True,PASS
stage3_labels,jpetstore,24,results/jpetstore/05_stage3_declaration_method_body/formal/seed_24/partition_labels.csv,373da5481d4d12d144968f4a58abfd2a131e1dd9d4522335bf637d16fa816062,1590833,373da5481d4d12d144968f4a58abfd2a131e1dd9d4522335bf637d16fa816062,True,PASS
stage3_front,jpetstore,25,results/jpetstore/05_stage3_declaration_method_body/formal/seed_25/pareto_front_4d.csv,f5d997dfe17dd95bb783b730363e629217a378fdebd219c13cd9b51f9f743cbb,84729,f5d997dfe17dd95bb783b730363e629217a378fdebd219c13cd9b51f9f743cbb,True,PASS
stage3_labels,jpetstore,25,results/jpetstore/05_stage3_declaration_method_body/formal/seed_25/partition_labels.csv,71f097c07659e23abf9ec53a51df9e5f303b4ccedf01fafae2a25b246a3908be,1590833,71f097c07659e23abf9ec53a51df9e5f303b4ccedf01fafae2a25b246a3908be,True,PASS
stage3_front,jpetstore,26,results/jpetstore/05_stage3_declaration_method_body/formal/seed_26/pareto_front_4d.csv,fcf4cea978a666659e641b0958995b1b77e7bd00db2aada8d055851506e7da4c,84709,fcf4cea978a666659e641b0958995b1b77e7bd00db2aada8d055851506e7da4c,True,PASS
stage3_labels,jpetstore,26,results/jpetstore/05_stage3_declaration_method_body/formal/seed_26/partition_labels.csv,9254af2a32a8910ff19690b67afe0de5982317cf233ad452eceeaf17849e1dd8,1590833,9254af2a32a8910ff19690b67afe0de5982317cf233ad452eceeaf17849e1dd8,True,PASS
stage3_front,jpetstore,27,results/jpetstore/05_stage3_declaration_method_body/formal/seed_27/pareto_front_4d.csv,24302f5576364288deb5ec0b290a4a8de4ed5b7cd3c8c2531ee38bac32036cde,84919,24302f5576364288deb5ec0b290a4a8de4ed5b7cd3c8c2531ee38bac32036cde,True,PASS
stage3_labels,jpetstore,27,results/jpetstore/05_stage3_declaration_method_body/formal/seed_27/partition_labels.csv,a9ba16103df6a52e84b2a0fd624692cd8093e122153e4bad8fa17abc6f089f25,1590833,a9ba16103df6a52e84b2a0fd624692cd8093e122153e4bad8fa17abc6f089f25,True,PASS
stage3_front,jpetstore,28,results/jpetstore/05_stage3_declaration_method_body/formal/seed_28/pareto_front_4d.csv,b6217a1cc8a39999377b2e47fb55c3c61be8ceaa27be6baffc8cc97dbac7c125,84624,b6217a1cc8a39999377b2e47fb55c3c61be8ceaa27be6baffc8cc97dbac7c125,True,PASS
stage3_labels,jpetstore,28,results/jpetstore/05_stage3_declaration_method_body/formal/seed_28/partition_labels.csv,bdfefda9b2464978ed8b30d997a276570c1ffbbe6f00665d46bd0ff579f73b84,1590833,bdfefda9b2464978ed8b30d997a276570c1ffbbe6f00665d46bd0ff579f73b84,True,PASS
stage3_front,jpetstore,29,results/jpetstore/05_stage3_declaration_method_body/formal/seed_29/pareto_front_4d.csv,a1f5b9690ddd9f1795126d9c73e0d596da8c7465623814a6e4106e5086efd5c6,84595,a1f5b9690ddd9f1795126d9c73e0d596da8c7465623814a6e4106e5086efd5c6,True,PASS
stage3_labels,jpetstore,29,results/jpetstore/05_stage3_declaration_method_body/formal/seed_29/partition_labels.csv,bf295b99271ffb644149155dba0630829038b542a60a88a69820b28111cde101,1590833,bf295b99271ffb644149155dba0630829038b542a60a88a69820b28111cde101,True,PASS
leiden_baseline,jpetstore,,results/jpetstore/01_stage1_leiden_baseline/raw_reference_leiden/clustering/stage1_clusters.csv,7d48be144ba109eb9029441bc57fd5ab70917333ec9b61fc3063015f73f7b5d5,2113,7d48be144ba109eb9029441bc57fd5ab70917333ec9b61fc3063015f73f7b5d5,True,PASS
historical_semantic_graph,jpetstore,,results/jpetstore/04_stage3_semantic/graph/semantic_edges.csv,21a28ffa8438e9226a5bd613bfa92835a93b83ddd119161a3c26d51d2caa4d79,5210,21a28ffa8438e9226a5bd613bfa92835a93b83ddd119161a3c26d51d2caa4d79,True,PASS
stage3_semantic_graph,jpetstore,,data/semantic_graphs/declaration_method_body/jpetstore/semantic_edges.csv,62ea6b951eb2933400595468eb3acc71569f0ea22cd1a37714a1a99ba3fc7f5c,5163,62ea6b951eb2933400595468eb3acc71569f0ea22cd1a37714a1a99ba3fc7f5c,True,PASS
raw_structural_graph,jpetstore,,data/extracted/jpetstore/structural_dependencies.csv,b3a22590d19437abaef838eb05f7e4801f2f243cea18f52ab3e592e1f3d765c0,70867,b3a22590d19437abaef838eb05f7e4801f2f243cea18f52ab3e592e1f3d765c0,True,PASS
stage2_front,daytrader,0,results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_00/pareto_front.csv,64dd3c3b2430596e6bfa91403790572bf261769c03d0e1a737f2ac0b8736db63,39796,64dd3c3b2430596e6bfa91403790572bf261769c03d0e1a737f2ac0b8736db63,True,PASS
stage2_labels,daytrader,0,results/daytrader/03_stage2_nsga/robustness_final_30seeds/seed_00/pareto_labels.csv.xz,67695115343390d7beb60e5f90a6a59d77a5f73c99cb33e7e469d386a2c251f7,9872,67695115343390d7beb60e5f90a6a59d77a5f73c99cb33e7e469d386a2c251f7,True,PASS
